;PD;;PLAN DE DESARROLLO
120597;PD.1101002.006;SGP;METAS:Actualizar y/o modificar PGIR su ejecución y puesta en marcha en ìalianza y convenio regional.
120598;PD.1101002.007;COFI;METAS:Fomentar la cultura ambiental y liderazgo comunitario.
120599;PD.1101002.007;OTR;METAS:Fomentar la cultura ambiental y liderazgo comunitario.
120600;PD.1101002.007;REC;METAS:Fomentar la cultura ambiental y liderazgo comunitario.
120601;PD.1101002.007;ROR;METAS:Fomentar la cultura ambiental y liderazgo comunitario.
120602;PD.1101002.007;SGP;METAS:Fomentar la cultura ambiental y liderazgo comunitario.
120603;PD.1101002.008;COFI;METAS:Programa de fortalecimiento institucional del Reciclaje.
120604;PD.1101002.008;OTR;METAS:Programa de fortalecimiento institucional del Reciclaje.
120605;PD.1101002.008;REC;METAS:Programa de fortalecimiento institucional del Reciclaje.
120606;PD.1101002.008;ROR;METAS:Programa de fortalecimiento institucional del Reciclaje.
120607;PD.1101002.008;SGP;METAS:Programa de fortalecimiento institucional del Reciclaje.
;PD.1101003;;SUBPROGRAMA:SIGAM GESTION AMBIENTAL SECTORIAL MUNICIPAL
120608;PD.1101003.001;COFI;META:Aprovechamiento, recuperación y transformación de residuos sólidos en ìla zona rural y urbana del Municipio.
120609;PD.1101003.001;OTR;META:Aprovechamiento, recuperación y transformación de residuos sólidos en ìla zona rural y urbana del Municipio.
120610;PD.1101003.001;REC;META:Aprovechamiento, recuperación y transformación de residuos sólidos en ìla zona rural y urbana del Municipio.
120611;PD.1101003.001;ROR;META:Aprovechamiento, recuperación y transformación de residuos sólidos en ìla zona rural y urbana del Municipio.
120612;PD.1101003.001;SGP;META:Aprovechamiento, recuperación y transformación de residuos sólidos en ìla zona rural y urbana del Municipio.
120613;PD.1101003.002;COFI;META:Implementar un incentivo a la separación de residuos sólidos en la ìfuente, ara disminuir el impacto ambiental - Bono Verde.
120614;PD.1101003.002;OTR;META:Implementar un incentivo a la separación de residuos sólidos en la ìfuente, ara disminuir el impacto ambiental - Bono Verde.
120615;PD.1101003.002;REC;META:Implementar un incentivo a la separación de residuos sólidos en la ìfuente, ara disminuir el impacto ambiental - Bono Verde.
120616;PD.1101003.002;ROR;META:Implementar un incentivo a la separación de residuos sólidos en la ìfuente, ara disminuir el impacto ambiental - Bono Verde.
120617;PD.1101003.002;SGP;META:Implementar un incentivo a la separación de residuos sólidos en la ìfuente, ara disminuir el impacto ambiental - Bono Verde.
120618;PD.1101003.003;COFI;META:Aquirir 3 equipo de monitoreo ambiental
120619;PD.1101003.003;OTR;META:Aquirir 3 equipo de monitoreo ambiental
120620;PD.1101003.003;REC;META:Aquirir 3 equipo de monitoreo ambiental
120621;PD.1101003.003;ROR;META:Aquirir 3 equipo de monitoreo ambiental
120622;PD.1101003.003;SGP;META:Aquirir 3 equipo de monitoreo ambiental
120623;PD.1101003.004;COFI;META:Formular una política para legalización del barequeo.
120624;PD.1101003.004;OTR;META:Formular una política para legalización del barequeo.
120625;PD.1101003.004;REC;META:Formular una política para legalización del barequeo.
120626;PD.1101003.004;ROR;META:Formular una política para legalización del barequeo.
120627;PD.1101003.004;SGP;META:Formular una política para legalización del barequeo.
;PD.1101004;;SUBPROGRAMA:EDUCACION Y FORMACION PARA LA PROTECCION, MANEJO Y USO EFICIENTEì DE LOS RECURSOS NATURALES.
120628;PD.1101004.001;COFI;META:Formar al 10% de la población en edad escolar de instituciones ìeducativas oficiales en el tema de reciclaje y protección del medio ìambiente.
120629;PD.1101004.001;OTR;META:Formar al 10% de la población en edad escolar de instituciones ìeducativas oficiales en el tema de reciclaje y protección del medio ìambiente.
120630;PD.1101004.001;REC;META:Formar al 10% de la población en edad escolar de instituciones ìeducativas oficiales en el tema de reciclaje y protección del medio ìambiente.
120631;PD.1101004.001;ROR;META:Formar al 10% de la población en edad escolar de instituciones ìeducativas oficiales en el tema de reciclaje y protección del medio ìambiente.
120632;PD.1101004.001;SGP;META:Formar al 10% de la población en edad escolar de instituciones ìeducativas oficiales en el tema de reciclaje y protección del medio ìambiente.
120633;PD.1101004.002;COFI;META:Formar 200 líderes promotores y veedores ambientales.
120634;PD.1101004.002;OTR;META:Formar 200 líderes promotores y veedores ambientales.
120635;PD.1101004.002;REC;META:Formar 200 líderes promotores y veedores ambientales.
120636;PD.1101004.002;ROR;META:Formar 200 líderes promotores y veedores ambientales.
120637;PD.1101004.002;SGP;META:Formar 200 líderes promotores y veedores ambientales.
120638;PD.1101004.003;COFI;META:Establecer el inventario de las especies silvestres con el fin de ìconservarlas y fomentarlas.
120639;PD.1101004.003;OTR;META:Establecer el inventario de las especies silvestres con el fin de ìconservarlas y fomentarlas.
120640;PD.1101004.003;REC;META:Establecer el inventario de las especies silvestres con el fin de ìconservarlas y fomentarlas.
120641;PD.1101004.003;ROR;META:Establecer el inventario de las especies silvestres con el fin de ìconservarlas y fomentarlas.
120642;PD.1101004.003;SGP;META:Establecer el inventario de las especies silvestres con el fin de ìconservarlas y fomentarlas.
120643;PD.1101004.004;COFI;META:Crear un Comité Interinstitucional De Educación Ambiental - CIDEA
120644;PD.1101004.004;OTR;META:Crear un Comité Interinstitucional De Educación Ambiental - CIDEA
120645;PD.1101004.004;REC;META:Crear un Comité Interinstitucional De Educación Ambiental - CIDEA
120646;PD.1101004.004;ROR;META:Crear un Comité Interinstitucional De Educación Ambiental - CIDEA
120647;PD.1101004.004;SGP;META:Crear un Comité Interinstitucional De Educación Ambiental - CIDEA
120648;PD.1101004.005;COFI;META:Fomentar proyectos sostenibles en aras de amortiguación del parque ìnatural.
120649;PD.1101004.005;OTR;META:Fomentar proyectos sostenibles en aras de amortiguación del parque ìnatural.
120650;PD.1101004.005;REC;META:Fomentar proyectos sostenibles en aras de amortiguación del parque ìnatural.
120651;PD.1101004.005;ROR;META:Fomentar proyectos sostenibles en aras de amortiguación del parque ìnatural.
120652;PD.1101004.005;SGP;META:Fomentar proyectos sostenibles en aras de amortiguación del parque ìnatural.
120653;PD.1101004.006;COFI;META:Formular proyectos de agroecología.
120654;PD.1101004.006;OTR;META:Formular proyectos de agroecología.
120655;PD.1101004.006;REC;META:Formular proyectos de agroecología.
120656;PD.1101004.006;ROR;META:Formular proyectos de agroecología.
120657;PD.1101004.006;SGP;META:Formular proyectos de agroecología.
120658;PD.1101004.007;COFI;META:Consolidación de un sistema Regional de áreas protegidas.
120659;PD.1101004.007;OTR;META:Consolidación de un sistema Regional de áreas protegidas.
120660;PD.1101004.007;REC;META:Consolidación de un sistema Regional de áreas protegidas.
120661;PD.1101004.007;ROR;META:Consolidación de un sistema Regional de áreas protegidas.
120662;PD.1101004.007;SGP;META:Consolidación de un sistema Regional de áreas protegidas.
;PD.1102;;PROGRAMA:GESTION DE RIESGO DE DESASTRES
;PD.110205;;SUBPROGRAMA:CONOCIMIENTO TECNICO PARA LAS AMENAZAS EN EL TERRITORIO.
120663;PD.110205.001;COFI;META:Realizar 4 estudios detallados de amenaza, vulnerable y riesgo de ìsitios críticos en las comunas 4,7 y 8.
120664;PD.110205.001;OTR;META:Realizar 4 estudios detallados de amenaza, vulnerable y riesgo de ìsitios críticos en las comunas 4,7 y 8.
120665;PD.110205.001;REC;META:Realizar 4 estudios detallados de amenaza, vulnerable y riesgo de ìsitios críticos en las comunas 4,7 y 8.
120666;PD.110205.001;ROR;META:Realizar 4 estudios detallados de amenaza, vulnerable y riesgo de ìsitios críticos en las comunas 4,7 y 8.
120667;PD.110205.001;SGP;META:Realizar 4 estudios detallados de amenaza, vulnerable y riesgo de ìsitios críticos en las comunas 4,7 y 8.
120668;PD.110205.002;COFI;META:Realizar el Plan General de Control de la esosión en el área urbana.
120669;PD.110205.002;OTR;META:Realizar el Plan General de Control de la esosión en el área urbana.
120670;PD.110205.002;REC;META:Realizar el Plan General de Control de la esosión en el área urbana.
120671;PD.110205.002;ROR;META:Realizar el Plan General de Control de la esosión en el área urbana.
120672;PD.110205.002;SGP;META:Realizar el Plan General de Control de la esosión en el área urbana.
120673;PD.110205.003;COFI;META:Conocimiento de las condiciones de resistencia estructural de las ìedificaciones.
120674;PD.110205.003;OTR;META:Conocimiento de las condiciones de resistencia estructural de las ìedificaciones.
120675;PD.110205.003;REC;META:Conocimiento de las condiciones de resistencia estructural de las ìedificaciones.
120676;PD.110205.003;ROR;META:Conocimiento de las condiciones de resistencia estructural de las ìedificaciones.
120677;PD.110205.003;SGP;META:Conocimiento de las condiciones de resistencia estructural de las ìedificaciones.
120678;PD.110205.004;COFI;META:Completar la zonificación de Vulnerabilidad Física por Sismo en las ìmanzanas del área urbanaconstruidas de la NSR-98.
120679;PD.110205.004;OTR;META:Completar la zonificación de Vulnerabilidad Física por Sismo en las ìmanzanas del área urbanaconstruidas de la NSR-98.
120680;PD.110205.004;REC;META:Completar la zonificación de Vulnerabilidad Física por Sismo en las ìmanzanas del área urbanaconstruidas de la NSR-98.
120681;PD.110205.004;ROR;META:Completar la zonificación de Vulnerabilidad Física por Sismo en las ìmanzanas del área urbanaconstruidas de la NSR-98.
120682;PD.110205.004;SGP;META:Completar la zonificación de Vulnerabilidad Física por Sismo en las ìmanzanas del área urbanaconstruidas de la NSR-98.
;PD.110206;;SUBPROGRAMA:CULTURA PARA LA PREVENCION DEL RIESGO DE DESASTRES
120683;PD.110206.001;COFI;META:Hacer una caracterización socioeconómica de la población en zonas de ìamenaza alta.
120684;PD.110206.001;OTR;META:Hacer una caracterización socioeconómica de la población en zonas de ìamenaza alta.
120685;PD.110206.001;REC;META:Hacer una caracterización socioeconómica de la población en zonas de ìamenaza alta.
120686;PD.110206.001;ROR;META:Hacer una caracterización socioeconómica de la población en zonas de ìamenaza alta.
120687;PD.110206.001;SGP;META:Hacer una caracterización socioeconómica de la población en zonas de ìamenaza alta.
120688;PD.110206.002;COFI;META:Implementar y socializar planes sectoriales de emergencia y elaboraciónì de material pedagógico.
120689;PD.110206.002;OTR;META:Implementar y socializar planes sectoriales de emergencia y elaboraciónì de material pedagógico.
120690;PD.110206.002;REC;META:Implementar y socializar planes sectoriales de emergencia y elaboraciónì de material pedagógico.
120691;PD.110206.002;ROR;META:Implementar y socializar planes sectoriales de emergencia y elaboraciónì de material pedagógico.
120692;PD.110206.002;SGP;META:Implementar y socializar planes sectoriales de emergencia y elaboraciónì de material pedagógico.
120693;PD.110206.003;COFI;META:Realizar 6 Campañas educativas para la cultura dela prevención y ìelaboracióN
120694;PD.110206.003;OTR;META:Realizar 6 Campañas educativas para la cultura dela prevención y ìelaboracióN
120695;PD.110206.003;REC;META:Realizar 6 Campañas educativas para la cultura dela prevención y ìelaboracióN
120696;PD.110206.003;ROR;META:Realizar 6 Campañas educativas para la cultura dela prevención y ìelaboracióN
120697;PD.110206.003;SGP;META:Realizar 6 Campañas educativas para la cultura dela prevención y ìelaboracióN
120698;PD.110206.004;COFI;META:Crear una red municipal social y comunitaria para la gestión del ìriesgo.
120699;PD.110206.004;OTR;META:Crear una red municipal social y comunitaria para la gestión del ìriesgo.
120700;PD.110206.004;REC;META:Crear una red municipal social y comunitaria para la gestión del ìriesgo.
120701;PD.110206.004;ROR;META:Crear una red municipal social y comunitaria para la gestión del ìriesgo.
120702;PD.110206.004;SGP;META:Crear una red municipal social y comunitaria para la gestión del ìriesgo.
120703;PD.110206.005;COFI;META:Aplicación de un programa en la zona urbana y rural para la adecuada ìocupación del territorio.
120704;PD.110206.005;OTR;META:Aplicación de un programa en la zona urbana y rural para la adecuada ìocupación del territorio.
120705;PD.110206.005;REC;META:Aplicación de un programa en la zona urbana y rural para la adecuada ìocupación del territorio.
120706;PD.110206.005;ROR;META:Aplicación de un programa en la zona urbana y rural para la adecuada ìocupación del territorio.
120707;PD.110206.005;SGP;META:Aplicación de un programa en la zona urbana y rural para la adecuada ìocupación del territorio.
120708;PD.110206.006;COFI;META:Realizar acciones de corresponsabilidad para la implementación de la ìpolicía integral de gestión de riesgo con 4 barrios y/o asentamientos ìubicados en amenaza alta.
120709;PD.110206.006;OTR;META:Realizar acciones de corresponsabilidad para la implementación de la ìpolicía integral de gestión de riesgo con 4 barrios y/o asentamientos ìubicados en amenaza alta.
120710;PD.110206.006;REC;META:Realizar acciones de corresponsabilidad para la implementación de la ìpolicía integral de gestión de riesgo con 4 barrios y/o asentamientos ìubicados en amenaza alta.
120711;PD.110206.006;ROR;META:Realizar acciones de corresponsabilidad para la implementación de la ìpolicía integral de gestión de riesgo con 4 barrios y/o asentamientos ìubicados en amenaza alta.
120712;PD.110206.006;SGP;META:Realizar acciones de corresponsabilidad para la implementación de la ìpolicía integral de gestión de riesgo con 4 barrios y/o asentamientos ìubicados en amenaza alta.
;PD.110207;;SUBPROGRAMA:FORTALECIMIENTO INSTITUCIONAL PARA LA GESTION INTEGRAL DEL ìRIESGO
120713;PD.110207.001;COFI;META:Fortalecer el sistema de gestión del Riesgo de Desastres con equipo ìtécnicos y operativos.
120714;PD.110207.001;OTR;META:Fortalecer el sistema de gestión del Riesgo de Desastres con equipo ìtécnicos y operativos.
120715;PD.110207.001;REC;META:Fortalecer el sistema de gestión del Riesgo de Desastres con equipo ìtécnicos y operativos.
120716;PD.110207.001;ROR;META:Fortalecer el sistema de gestión del Riesgo de Desastres con equipo ìtécnicos y operativos.
120717;PD.110207.001;SGP;META:Fortalecer el sistema de gestión del Riesgo de Desastres con equipo ìtécnicos y operativos.
120718;PD.110207.002;COFI;META:Fortalecer el sistema de gestión del Riesgo de Desastres con personal ìtécnico.
120719;PD.110207.002;OTR;META:Fortalecer el sistema de gestión del Riesgo de Desastres con personal ìtécnico.
120720;PD.110207.002;REC;META:Fortalecer el sistema de gestión del Riesgo de Desastres con personal ìtécnico.
120721;PD.110207.002;ROR;META:Fortalecer el sistema de gestión del Riesgo de Desastres con personal ìtécnico.
120722;PD.110207.002;SGP;META:Fortalecer el sistema de gestión del Riesgo de Desastres con personal ìtécnico.
120723;PD.110207.003;COFI;META:Actualización del Plan Municipal de Gestión del Riesgo
120724;PD.110207.003;OTR;META:Actualización del Plan Municipal de Gestión del Riesgo
120725;PD.110207.003;REC;META:Actualización del Plan Municipal de Gestión del Riesgo
120726;PD.110207.003;ROR;META:Actualización del Plan Municipal de Gestión del Riesgo
120727;PD.110207.003;SGP;META:Actualización del Plan Municipal de Gestión del Riesgo
120728;PD.110207.004;COFI;META:Fortalecimiento institucional de los integrantes del CLOPAD ì(Capacitacion en áreas técnicas y operativas)
120729;PD.110207.004;OTR;META:Fortalecimiento institucional de los integrantes del CLOPAD ì(Capacitacion en áreas técnicas y operativas)
120730;PD.110207.004;REC;META:Fortalecimiento institucional de los integrantes del CLOPAD ì(Capacitacion en áreas técnicas y operativas)
120731;PD.110207.004;ROR;META:Fortalecimiento institucional de los integrantes del CLOPAD ì(Capacitacion en áreas técnicas y operativas)
120732;PD.110207.004;SGP;META:Fortalecimiento institucional de los integrantes del CLOPAD ì(Capacitacion en áreas técnicas y operativas)
120733;PD.110207.005;COFI;META:Implementar un sistema de información geográfico para la Gestion del ìRiesgo de Desastres.
120734;PD.110207.005;OTR;META:Implementar un sistema de información geográfico para la Gestion del ìRiesgo de Desastres.
120735;PD.110207.005;REC;META:Implementar un sistema de información geográfico para la Gestion del ìRiesgo de Desastres.
120736;PD.110207.005;ROR;META:Implementar un sistema de información geográfico para la Gestion del ìRiesgo de Desastres.
120737;PD.110207.005;SGP;META:Implementar un sistema de información geográfico para la Gestion del ìRiesgo de Desastres.
120738;PD.110207.006;COFI;META:Incrementar la infraestructura física del sistema bomberil del ìMunicipio.
120739;PD.110207.006;OTR;META:Incrementar la infraestructura física del sistema bomberil del ìMunicipio.
120740;PD.110207.006;REC;META:Incrementar la infraestructura física del sistema bomberil del ìMunicipio.
120741;PD.110207.006;ROR;META:Incrementar la infraestructura física del sistema bomberil del ìMunicipio.
120742;PD.110207.006;SGP;META:Incrementar la infraestructura física del sistema bomberil del ìMunicipio.
120743;PD.110207.007;COFI;META:Adquirir 3 fehículos de equipamiento especializado en la extinción de ìincendios.
120744;PD.110207.007;OTR;META:Adquirir 3 fehículos de equipamiento especializado en la extinción de ìincendios.
120745;PD.110207.007;REC;META:Adquirir 3 fehículos de equipamiento especializado en la extinción de ìincendios.
120746;PD.110207.007;ROR;META:Adquirir 3 fehículos de equipamiento especializado en la extinción de ìincendios.
120747;PD.110207.007;SGP;META:Adquirir 3 fehículos de equipamiento especializado en la extinción de ìincendios.
120748;PD.110207.008;COFI;META:Adquirir 2 ambulancias para fortalecer la red pública.
120749;PD.110207.008;OTR;META:Adquirir 2 ambulancias para fortalecer la red pública.
120750;PD.110207.008;REC;META:Adquirir 2 ambulancias para fortalecer la red pública.
120751;PD.110207.008;ROR;META:Adquirir 2 ambulancias para fortalecer la red pública.
120752;PD.110207.008;SGP;META:Adquirir 2 ambulancias para fortalecer la red pública.
120753;PD.110207.009;COFI;META:Realizar 8 convenios con las instituciones operativas mediante apoyo ìeconómico, informático tecnológico, de movilidad y logístico que garanticen ìl aoperatividad y atención oportuna de emergencia.
120754;PD.110207.009;OTR;META:Realizar 8 convenios con las instituciones operativas mediante apoyo ìeconómico, informático tecnológico, de movilidad y logístico que garanticen ìl aoperatividad y atención oportuna de emergencia.
120755;PD.110207.009;REC;META:Realizar 8 convenios con las instituciones operativas mediante apoyo ìeconómico, informático tecnológico, de movilidad y logístico que garanticen ìl aoperatividad y atención oportuna de emergencia.
120756;PD.110207.009;ROR;META:Realizar 8 convenios con las instituciones operativas mediante apoyo ìeconómico, informático tecnológico, de movilidad y logístico que garanticen ìl aoperatividad y atención oportuna de emergencia.
120757;PD.110207.009;SGP;META:Realizar 8 convenios con las instituciones operativas mediante apoyo ìeconómico, informático tecnológico, de movilidad y logístico que garanticen ìl aoperatividad y atención oportuna de emergencia.
;PD.110208;;SUBPROGRAMA:REDUCCION DEL RIESGO DE DESASTRES MEDIANTE MEDIDAS ESTRUCTURALESì
120758;PD.110208.001;COFI;META:Diseñar y/o construir las obras de mitigación del riesgo determinadas ìen los estudios de sitios críticos en las comunas 4,7 y 8.
120759;PD.110208.001;OTR;META:Diseñar y/o construir las obras de mitigación del riesgo determinadas ìen los estudios de sitios críticos en las comunas 4,7 y 8.
120760;PD.110208.001;REC;META:Diseñar y/o construir las obras de mitigación del riesgo determinadas ìen los estudios de sitios críticos en las comunas 4,7 y 8.
120761;PD.110208.001;ROR;META:Diseñar y/o construir las obras de mitigación del riesgo determinadas ìen los estudios de sitios críticos en las comunas 4,7 y 8.
120762;PD.110208.001;SGP;META:Diseñar y/o construir las obras de mitigación del riesgo determinadas ìen los estudios de sitios críticos en las comunas 4,7 y 8.
120763;PD.110208.002;COFI;META:Diseñar y/o construir las principales obras de esforzamiento ìestructural determindas en las edificaciones indispensables y de atención a ìla comunidad.
120764;PD.110208.002;OTR;META:Diseñar y/o construir las principales obras de esforzamiento ìestructural determindas en las edificaciones indispensables y de atención a ìla comunidad.
120765;PD.110208.002;REC;META:Diseñar y/o construir las principales obras de esforzamiento ìestructural determindas en las edificaciones indispensables y de atención a ìla comunidad.
120766;PD.110208.002;ROR;META:Diseñar y/o construir las principales obras de esforzamiento ìestructural determindas en las edificaciones indispensables y de atención a ìla comunidad.
120767;PD.110208.002;SGP;META:Diseñar y/o construir las principales obras de esforzamiento ìestructural determindas en las edificaciones indispensables y de atención a ìla comunidad.
120768;PD.110208.003;COFI;META:Construir las obras de control de erosión determinadas en el estudio ìdel área urbana.
120769;PD.110208.003;OTR;META:Construir las obras de control de erosión determinadas en el estudio ìdel área urbana.
120770;PD.110208.003;REC;META:Construir las obras de control de erosión determinadas en el estudio ìdel área urbana.
120771;PD.110208.003;ROR;META:Construir las obras de control de erosión determinadas en el estudio ìdel área urbana.
120772;PD.110208.003;SGP;META:Construir las obras de control de erosión determinadas en el estudio ìdel área urbana.
120773;PD.110208.004;COFI;META:Establecer una organización logística de maquinaria para la atención ìinmediata de eventos y emergencias.
120774;PD.110208.004;OTR;META:Establecer una organización logística de maquinaria para la atención ìinmediata de eventos y emergencias.
120775;PD.110208.004;REC;META:Establecer una organización logística de maquinaria para la atención ìinmediata de eventos y emergencias.
120776;PD.110208.004;ROR;META:Establecer una organización logística de maquinaria para la atención ìinmediata de eventos y emergencias.
120777;PD.110208.004;SGP;META:Establecer una organización logística de maquinaria para la atención ìinmediata de eventos y emergencias.
;PD.1103;;PROGRAMA:OPERACION TERRITORIAL
;PD.110309;;SUBPROGRAMA:PLAN DE ORDENAMIENTO TERRITORIAL
120778;PD.110309.001;COFI;META:Actualizar el expediente municipal y realizar los ajustes y/o ìmodificaciones a las disposiciones del POT en sus distintos componentes.
120779;PD.110309.001;OTR;META:Actualizar el expediente municipal y realizar los ajustes y/o ìmodificaciones a las disposiciones del POT en sus distintos componentes.
120780;PD.110309.001;REC;META:Actualizar el expediente municipal y realizar los ajustes y/o ìmodificaciones a las disposiciones del POT en sus distintos componentes.
120781;PD.110309.001;ROR;META:Actualizar el expediente municipal y realizar los ajustes y/o ìmodificaciones a las disposiciones del POT en sus distintos componentes.
120782;PD.110309.001;SGP;META:Actualizar el expediente municipal y realizar los ajustes y/o ìmodificaciones a las disposiciones del POT en sus distintos componentes.
120783;PD.110309.002;COFI;META:Establecer las áreas de suelo urbano de uso residencial destinadas a laì generación de VIP Y VIS.
120784;PD.110309.002;OTR;META:Establecer las áreas de suelo urbano de uso residencial destinadas a laì generación de VIP Y VIS.
